id;Title;Content;Date;Post Type;Langues;Thématiques;Utilisateurs;Écoles;Status
2266;J'arriverai plus tard que les journées d'orientation, que dois-je faire ?;Vous devez nous prévenir à l'avance et fournir un justificatif (retard dans l'obtention du visa, avion annulé, urgence familiale, etc.) à notre adresse électronique : incoming@devinci.fr.;2023-09-01;question;Français;Scolarité;faculty|staff|student;ESILV;publish
2267;Je m'aperçois que je ne suis pas inscrit à un cours, qui dois-je contacter ?;Vous devez contacter le référent scolarité de l'école.;2023-09-01;question;Français;Scolarité;faculty|staff|student;ESILV;publish
2268;Puis-je suivre des cours de différentes années ou meme de différents programmes ?;Au Pôle Léonard de Vinci, vous ne créez pas votre liste de cours, vous choisissez une filière avec une liste de cours déjà établie. Vous ne pourrez pas ajouter des cours d'autres années ou d'autres majeures.;2023-09-01;question;Français;Scolarité;faculty|staff|student;ESILV;publish
2269;Où puis-je trouver ma liste de cours ?;La liste est disponible sur le lien suivant : https://www.devinci.fr/en/programmes/exchange-programmes/;2023-09-01;question;Français;Scolarité;faculty|staff|student;ESILV;publish
2270;Où puis-je trouver mon calendrier académique ?;Le calendrier académique est disponible sur le lien suivant : https://www.devinci.fr/en/programmes/exchange-programmes/;2023-09-01;question;Français;Scolarité;faculty|staff|student;ESILV;publish
2271;Où puis-je trouver mon emploi du temps ?;Vous trouverez votre emploi du temps sur votre portail étudiant.;2023-09-01;question;Français;Scolarité;faculty|staff|student;ESILV|EXECUTIVE;publish
2272;Est-il obligatoire de suivre tous les cours de mon programme ?;"Pour les étudiants qui obtiendront un diplôme ou ceux en double diplôme, il est obligatoire de suivre tous les cours. Les étudiants en échange, quant à eux, sont autorisés à se désinscrire de certains cours s'ils fournissent une autorisation explicite et écrite de leur établissement d'origine.

Pour <strong>Executive Education</strong> :

Tous les cours sont obligatoires.";2023-09-01;question;Français;Scolarité;faculty|staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2273;Puis-je abandonner certains cours ?;Seuls les étudiants en échange sont autorisés à abandonner des cours s'ils ont l'autorisation de leur établissement d'origine. Au début du semestre, vous devrez nous communiquer les cours que vous souhaitez abandonner et nous envoyer une confirmation écrite et explicite de votre institution d'origine à notre adresse email : incoming@devinci.fr. Seules les demandes respectant nos délais seront prises en compte.;2023-09-01;question;Français;Scolarité;faculty|staff|student;EMLV|ESILV|IIM;publish
2274;Quand recevrai-je mes notes ?;Une fois prêtes, vos notes seront mises à jour sur votre portail étudiant.;2023-09-01;question;Français;Scolarité;faculty|staff|student;EMLV|ESILV;publish
2275;Quelle est la procédure si je dois bénéficier d'un tiers-temps?;Vous devez échanger avec le référent handicap du pôle et founir les documents médicaux nécessaires.;2023-09-01;question;Français;Scolarité;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2276;y a-t-il un délai pour déclarer mon tiers-temps?;Vous pouvez déclarer votre tiers-temps à chaque début de semestre. Plus vous le déclarez tôt, meilleure sera l’organisation des examens (salle supplémentaire ainsi que surveillant).;2023-09-01;question;Français;Scolarité;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2277;Un stage peut-il débuter avant la période de stage?;Votre stage ne peut débuter avant la date indiquée dans votre calendrier. Seule dérogation : les A5 en semestre 9 à l'international peuvent démarrer leur stage dès la fin complète de leur semestre. Attention toutefois à la période de rattrapage, si vous devez en passer. Vous devez les passer dans les mêmes conditions que vos camarades, pour des raisons d'équité de traitement.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV;publish
2278;Quelle est la date limite pour terminer mon stage?;"En fonction de votre année, une durée maximum et minimum sont indiquées dans votre calendrier. Légalement un stage ne peut pas excéder une durée de 6 mois. Le stage doit se terminer en même temps que l'année académique, au 31 août. Seule dérogation : en A5 vous pouvez terminer votre stage au-delà du 31 août sous condition de réinscription administrative et de régalement de la CVEC (qui est la condition pour que vous soyez toujours considéré comme étudiant par les autorités françaises et donc l'école).  Si le stage de A5 dépasse le 30 septembre, renseignez vous auprès de l'école - les conditions peuvent être différentes.

Pour<strong> Executive Education</strong> :

Votre stage peut se terminer au plus tard, le 31/12/N+1 de votre année académique. (Exemple : votre rentrée est le 14/10/2024, votre stage pourra se terminer le 31/12/2025 au plus tard)";2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2279;Quels sont les attendus en fin de stage?;Pour un stage obligatoire en A1 à l'EMLV et en A2 à l'ESILV vous devez rendre un rapport de stage, auquel s'ajoute une soutenance pour les stages obligatoires en A4 et A5 (ESILV). Le tuteur en entreprise de votre stage est sollicité pour remplir de son coté une évaluation et vous-même évaluez votre stage et les conditions dans lesquelles il s'est déroulé. Ces deux derniers points sont gérés par la plateforme des stages (cf l'onglet dans votre portail étudiant).;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV;publish
2280;Je suis en fin de cursus (S11 / A6), comment se passe ma soutenance de stage ?;Vous devez prendre contact avec votre tuteur école (sur le portail, rubrique stage) et organiser la soutenance entre vous, en distanciel;2023-09-01;question;Français;Stages;faculty|staff|student;ESILV;publish
2281;Les CDD/CDI et VIE sont-ils acceptés?;Les contrats CDD/CDI et VIE sont une alternative possible au stage sous réserve de la validation de vos missions par votre responsable majeure/référent d'année, sous réserve que l'entreprise accepte de vous évaluer et vous attribue un tuteur entreprise pour votre suivi. La durée d'une VIE est de 6 à 24 mois.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV;publish
2282;Où puis-je trouver des offres de VIE ?;Le site web principal est https://mon-vie-via.businessfrance.fr/offres. Vous pouvez les trouver à l'adresse https://www.pole-emploi.fr/international/mobilite-internationale.html ainsi que sur les sites de carrière des entreprises.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV;publish
2283;Ma convention est signée, comment puis-je la modifier ?;Dans ce cas, initiez une demande via la plateforme stage et l'onglet commentaire. Attention chaque demande de modification déclenche l'édition d'un avenant et nécessitera de nouveau la signature des trois parties, étudiant, entreprise et école.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV;publish
2284;Ma convention n'est pas signée par les trois parties, comment puis-je la modifier?;Vous devez (vous ou l'entreprise) refuser la signature afin que nous puissions procéder aux modifications demandées. Attention précisez l'ensemble des modifications souhaitées dans la partie commentaire.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2285;Quelle est la gratification minimum pour un stage d'une durée supérieure à 2 mois?;Au 1er janvier 2023, la gratification minimum légale est de 4,05 de l'heure.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV;publish
2286;Quelle est la gratification minimum, pour un stage d'une durée inférieure à 2 mois?;Il n'existe pas de minimum légal pour un stage d'une durée inférieure à 2 mois.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2287;Le stage est-il obligatoire en 1ère année?;Le stage est optionnel en 1ère année à l'ESILV et obligatoire à l'EMLV en A1. Même optionel, un stage peut être l'occasion de vous familiariser avec le monde de l'entreprise.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV;publish
2288;Est-ce que je peux effectuer un stage à l'étranger?;Oui, dans ce cas une convention est obligatoire cependant c'est la loi du pays qui s'appliquera pour les modalités du stage.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2289;Puis-je effectuer un stage 100% en distanciel?;L'immersion en entreprise avec l'accompagnement régulier d'un tuteur est nécessaire.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV;publish
2290;En cas d'absence que dois-je faire?;En cas d'absence vous devez informer l'entreprise ainsi que l'école.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV;publish
2291;Si je n'ai pas trouvé de stage que se passe t-il?;L'école met à disposition plusieurs moyens (forum, cours soft skills, offres,…) Si vous rencontrez des difficultés particulières, rapprochez-vous de votre reponsable de majeure et du career center. Si, finalement, vos recherches n'aboutissent pas, vous devrez vous réinscrire administrativement à la fin de votre cursus pour réaliser la durée nécessaire de stage en entreprise;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV;publish
2292;Puis-je commencer mon stage sans convention?;Légalement, il est interdit de commencer un stage sans que l'accord ait été préalablement signé par les trois parties. Cela vous met (et l'entreprise) dans une situation intenable en cas d'accident du travail (ou sur le chemin du travail).;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV;publish
2293;Puis-je obtenir plusieurs conventions de stage sur la même année académique?;Une seule convention est délivrée par étudiant et par année sauf en cas de césure où il est possible d'en obtenir deux.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV;publish
2294;Qui valide les missions de mon stage?;"Votre responsable de majeure (ESILV) ou de programme (1er cycle) ou de spécialisation (Cycle Master) (EMLV).

Pour<strong> Executive Education</strong> :

Les missions sont validées par votre directeur de programme.";2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2295;Quelle est la démarche pour obtenir une convention?;Vous trouverez le formulaire de demande de convention sur votre plateforme.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2296;Mon entreprise souhaite éditer sa propre convention de stage, est-ce possible?;Dans le cas où votre entreprise n'accepterait pas la convention de l'école, elle a la possibilité d'éditer la sienne. Il ne faudra pas oublier de le mentionner au préalable lors de la saisie de votre demande.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2297;Quel document dois-je fournir pour un stage à l'étranger?;Avant votre stage à l'étranger, vous devez fournir à l'école une attestation de responsabilité civile et une assurance rapatriement à votre nom et prénom couvrant la durée du stage.;2023-09-01;question;Français;Stages;faculty|staff|student;ESILV;publish
2298;Quel est le délai pour obtenir ma convention?;De manière générale, le traitement d'un dossier complet nécessite une semaine. Prenez en compte cette information pour déterminer votre date de début de stage avec l'entreprise.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2299;Quelle est la procédure si je souhaite mettre fin à mon stage?;Les conventions sont des accords tripartites. L'etudiant doit en discuter au préalable avec son responsable de majeure et son tuteur de stage coté école pour voir comment arranger la situation. Si aucun accord n'est trouvé, l'entreprise doit nous confirmer son accord de départ par mail, directement adressé à l'école (service scolarité ou bureau des stages);2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2300;Je suis redoublant et j'ai déjà validé mon stage, dois-je le refaire dans le cadre de mon redoublement.;Cela est spécifié dans le cadre du jury de passage. La réponse peut varier selon les cursus.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV;publish
2301;En 3ème année, puis-je faire l'échange et le stage dans le même pays ?;Oui, c'est possible. Le semestre d'échange qui précède généralement celui du stage peut être une opportunité pour prospecter localement.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV;publish
2302;Où puis-je trouver la liste des pays à proscrire pour faire un stage en raison d'une insécurité locale ?;Le site de référence : https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/. Sachez que l'école ne validera pas un stage dans une destination déconseillée.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV;publish
2303;Qu'est-ce que l'attestation de reponsabilité civile?;Une attestation de responsabilité civile nominative permet d'apporter la preuve à un organisme que la personne qu'il va accueillir est bien couverte en cas de dommages qu'elle pourrait causer à un tiers. En général, la garantie responsabilité civile que l’on vous demande est rattachée à l’assurance habitation ou l'assurance scolaire. Elle doit être à votre nom et prénom et couvrir la période de votre stage.;2023-09-01;question;Français;Stages;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2304;Vous souhaitez déclarer une situation de handicap ou renouveler des aménagements?? ;"Une référente handicap est disponible via handi@devinci.fr. Une permanence a lieu les mardis et jeudis de 14h à 17h, bureau I402 (4me étage du Learning Center).

Pour <strong>Executive Education</strong> :

Vous pouvez adresser au référent handicap : handicap.executive@devinci.fr

Nous vous conseillons de nous déclarer toute situation particulière dès le début de votre cursus.

&nbsp;";2023-09-01;question;Français;Vie étudiante>Handicap;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2305;Où aller en cas de problème de santé ?;l'infirmerie est située en E200 - elle vous accueille tous les mardis, mercredis et jeudis de 9h à 12h30 et les mercredis après-midi de 14h et 16h30.;2023-09-01;question;Français;Vie étudiante>Santé;faculty|staff|student;EMLV|ESILV;publish
2306;Vous avez une urgence médicale, quelle procédure ?;Qu'il s'agisse ou non d'une urgence vitale, appeler la securité du pole en composant 01 41 16 72 00. Les équipes de sécurité appelleront le SAMU selon le protocle en vigueur.;2023-09-01;question;Français;Vie étudiante>Santé;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2307;Vous avez besoin d'une écoute, d'un suivi psychologique;Un psychologue est présent tous les jeudis en présentiel au pole de 14h à 17h en E200 ou des consultations en ligne gratuites et anonymes 24h sur 24 7jours/7 au 0 800 730 891.;2023-09-01;question;Français;Vie étudiante>Santé;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2308;Que faire si je suis victime ou témoin de harcélement, ou de violences sexistes ou sexuelles ?;Rapprochez vous de votre referent scolarité, de l'infirmière et/ou de la cellule d'écoute psychologique. Vous pouvez également signaler les faits sur la plateforme www.leonarddevinci.signalement.net;2023-09-01;question;Français;Vie étudiante>Santé;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2309;Y a t il une cafeteria au pole ?;Des espaces de restauration avec micro onde et distributeurs sont à disposition des étudiants sur tous nos campus;2023-09-01;question;Français;;faculty|staff|student;EMLV|ESILV;publish
2310;Est ce que le pôle propose des logements ?;Nous sommes partenaire de Studapart une plateforme de logements qui propose différents types de logement avec des places réservées.;2023-09-01;question;Français;Vie étudiante;faculty|staff|student;EMLV|ESILV;publish
2311;En cas de perte d'un objet au pôle qui dois-je contacter?;"Vous devez vous rapprocher du poste de sécurité situé à l'entrée du pôle. Vous pouvez également postez un message yammer dans le groupe ""objets trouvés"".";2023-09-01;question;Français;Vie étudiante;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2312;Si je constate une dégradation, qui dois-je contacter?;"vous pouvez contacter les services généraux : sg@devinci.fr

Pour <strong>Executive Education</strong> :

Des QR codes sont installés dans chaque salle de cours et espaces communs. Une fois flashé, vous pouvez renseigner la dégradation / dysfonctionnement constaté.";2023-09-01;question;Français;Vie étudiante;faculty|staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2313;Si une salle est trop chauffée ou pas assez, qui dois-je contacter?;"vous pouvez contacter les services généraux : sg@devinci.fr

Pour <strong>Executive Education</strong> :

Des QR codes sont installés dans chaque salle de cours et espaces communs. Une fois flashé, vous pouvez indiquer le souci rencontré (pas de chauffage, pas de clim etc.)";2023-09-01;question;Français;Vie étudiante;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2314;Si je trouve un objet, à qui dois-je le déposer?;"Vous pouvez faire une annonce sur yammer ""objets perdus"" et le déposer au service scolarité

Pour <strong>Executive Education</strong> :

Nous vous conseillons de déposer l'objet trouvé à l'accueil du bâtiment en précisant l'endroit où vous l'avez trouvé.";2023-09-01;question;Français;Vie étudiante;faculty|staff|student;EMLV|ESILV|EXECUTIVE;publish
2315;De quels cours est on exempté quand on est grand associatif ?;La décision est prise par la direction de la vie associative en début d'année en fonction des mandats et en accord avec l'école.;2023-09-01;question;Français;Vie étudiante>Vie Associative;faculty|staff|student;EMLV|ESILV;publish
2316;Quelles sont les heures d’ouverture des salles de sport du Pôle??  ;"Les salles de sport mises à disposition des étudiants gratuitement hors période de fermeture du Pôle  :
Les Lundi et mercredi?: 12h15 à 14h et de 17h30 à 19h15
Les Mardi et vendredi?: 11h30 à 15h et de 17h30 à 19h15";2023-09-01;question;Français;Vie étudiante>Sports;faculty|staff|student;EMLV|ESILV|IIM;publish
2317;Où se situe le département des sports??;Le département des sports se situe au 4ème Étage du Learning Center: bureau I.401. Email : sports@devinci.fr. Céline GRAET?: 01.81.00.27.38;2023-09-01;question;Français;Vie étudiante>Sports;faculty|staff|student;EMLV|ESILV;publish
2319;Je suis Sportif de haut niveau, quels sont mes aménagements??;Prenez contact avec Céline Graet : celine.graet@devinci.fr  qui verra avec l'école la faisabilité de ces aménagements.;2023-09-01;question;Français;Vie étudiante>Sports;faculty|staff|student;EMLV|ESILV;publish
2320;Vous avez besoin de soutien scolaire, où en trouver?? ;Leo Learning, l’association de Tutorat solidaire, organise des cours de soutien individuel et des semaines de révisions collectives avant les partiels. Inscriptions sur la plateforme leolearning.fr avec ses identifiants LeoID.;2023-09-01;question;Français;Vie étudiante;faculty|staff|student;EMLV|ESILV;publish
2321;Comment intégrer une association étudiante??;"Les contacts des bureaux des 60 associations étudiantes sont listés sur le site la Vie Associative sur le portail. Deux temps forts de recrutement dans l’année?: un forum associatif organisé en septembre et en janvier. Plusieurs associations recrutent toute l’année.
Lien?: https://devinci.sharepoint.com/sites/VAS/SitePages/La-Vie-Associative.aspx?web=1";2023-09-01;question;Français;Vie étudiante>Vie Associative;faculty|staff|student;EMLV|ESILV;publish
2322;Comment créer une association étudiante??;S’assurer que cette dernière n’existe pas déjà. Et informer la vie associative du projet de création par mail?: vie.associative@devinci.fr;2023-09-01;question;Français;Vie étudiante>Vie Associative;faculty|staff|student;EMLV|ESILV;publish
2323;Existe-t-il un système de parrainage??;"Chaque club école a mis en place un système de parrainage en début d’année afin de faciliter l’intégration des nouveaux étudiants.
Liens : venivididevinci@devinci.fr ; iimpact@devinci.fr ; vincisquad@devinci.fr";2023-09-01;question;Français;Vie étudiante;faculty|staff|student;EMLV|ESILV;publish
2324;Can a medical certificate excuse an absence?;No, in case of health problems, only a hospitalization report can excuse an absence. For any other medical reason (appointment, medical certificate) you have a quota of 19 absences that you can use as you wish.;2023-09-01;question;English;Academic Office>Absences;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2325;Can a medical appointement excuse an absence?;No, in case of health problems, only a hospitalization report can excuse an absence. For any other medical reason (appointment, medical certificate) you have a quota of 19 absences that you can use as you wish.;2023-09-01;question;English;Academic Office>Absences;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2326;What is the absence quota for one semester?;You have a quota of 19 authorised absences per semester. Beyond that quota, you will receive a warning e-mail and a comment will be written on your report card. At the 29th absence you lose the compensation between modules. On the 39th absence, you will be summoned to a Disciplinary Board.;2023-09-01;question;English;Academic Office>Absences;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2327;What is the consequence of an unexcused absence during an assessment?;If you have an assessment at the time of an unexcused absence, you will be awarded a zero. We do not organise substitute tests.;2023-09-01;question;English;Academic Office>Absences;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2328;What is the consequence of an excused absence during an assessment?;If you have an assessment at the time of an excused absence, no zero is awarded. The mark is neutralised and the average of the module is calculated from the other marks that make up the module.;2023-09-01;question;English;Academic Office>Absences;faculty-en|staff-en|student-en;ESILV;publish
2329;Does being late count as an absence?;A late arrival is equivalent to an absence and is counted as such. The teacher may accept you in class, if he/she wishes, so that you can follow the course but the absence is kept as is.;2023-09-01;question;English;Academic Office>Absences;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2330;I forgot to sign in, how can I rectify my absence?;We want to make students accountable. So, if you forget to sign in, you keep the absence without any possibility of rectification.;2023-09-01;question;English;Academic Office>Absences;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2331;What are the excused absences for the apprentices?;No absence is excused by the rules for apprentices. You are an employee, so the same rules apply as in the business world, i.e. if you are absent, you will have to submit a sick note.;2023-09-01;question;English;Academic Office>Absences;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2332;What is the procedure for submitting a proof of absence?;"When you are connected to your student platform, you must go to the ""scolarité/schooling"" tab and select ""absences"" and then ""ajouter un justificatif d'absence/add a proof of absence"". Please note that the deadline for submitting this proof is quite short. Moreover, submitting proof of absence does not automatically mean that you are excused. Absence is only excused in cases covered by the pedagogical regulations.";2023-09-01;question;English;Academic Office>Absences;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2333;Which absence limit level results in the loss of compensation?;At the 29th absence of the semester, you lose the compensation between modules.;2023-09-01;question;English;Academic Office>Absences;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2334;What is a sign-up fraud?;When a student declares himself present when he is not physically in the room. A sign-in implies that the student has followed the course from the first to the last minute, otherwise he/she is exposed to fraud. Also, don't sign in if you're on your way and not in the classroom.;2023-09-01;question;English;Academic Office>Absences;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2335;Is a transport related issue a valid reason for an excused absence?;It is not a reason for absence and is included in the quota of your authorised absences. However, during a strike, this will depend on the school's guidelines.;2023-09-01;question;English;Academic Office>Absences;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2336;What is the maximum time limit for submitting a proof of absence on the portal?;The student has 7 working days to submit a justification on the platform. It will then be validated or not by the school.;2023-09-01;question;English;Academic Office>Absences;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2337;Can I be excused for participating in association activities?;Students who are members of an association may be excused from class, within the limit of their absence quota, when they participate in an association event, provided that it is not a graded course, exam or during a transversal week. Student Life ensures that these requests are systematically justified.;2023-09-01;question;English;Academic Office>Absences;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2338;What is the ISIC card?;The International Student Identity Card (ISIC) allows you to benefit from reductions in France and abroad. It is dematerialised.;2023-09-01;question;English;Academic Office>Access;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2339;How can I extend the validity of my ISIC card?;You will receive an email from ISIC every year. If you don't, please contact them at infos@isic.fr.;2023-09-01;question;English;Academic Office>Access;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2340;If I forget my student card, what can I do?;You cannot enter the Pole without your student card. Exceptionnally, if you are in an exam period, you can contact your student advisor.;2023-09-01;question;English;Academic Office>Access;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2341;If I lose or forget my student card, how do I get a new one?;To order a new badge, log in to your student account, then go to Student > Badges. Click “Order a new badge” and follow the payment instructions (currently card only);2023-09-01;question;English;Academic Office>Access;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2342;How can I log in to my student portal? ;10 days before the beggining of your semester, you will receive an email with your ID, your password and the link for your first connection. Make sure to check your spams.;2023-09-01;question;English;Academic Office>Access;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2343;I forgot my password to my student portal. What should I do? ;"If you forgot your password, you have the possibility to click ""mot de passe oublié"" on the connection page in order to reset your password.";2023-09-01;question;English;Academic Office>Access;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2344;What are the opening hours of the building?;The pole opens at 7.30 a.m. and closes at 9 p.m. from Monday to Friday and from 7.30 a.m. to 1 p.m. on Saturday. Please note that the pole may be exceptionally closed during certain periods defined in your calendar (summer, Christmas, public holidays, etc.).;2023-09-01;question;English;Academic Office>Access;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2345;How do I apply for the apprentice (work/study student) track?;You will be able to apply via a form sent by the team in charge of apprentices.;2023-09-01;question;English;Work-study;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2346;What are the company/school periods? Weekly or daily?;Monday, Tuesday at the company and Wednesday, Thursday and Friday at the school.;2023-09-01;question;English;Work-study;faculty-en|staff-en|student-en;ESILV;publish
2347;As an apprentice, what happens if I don't validate my academic year?;As a work-study student, repetition is not allowed, if needed it is subject to the validation of the company, which must agree to extend the contract for a year.;2023-09-01;question;English;Work-study;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2348;As an apprentice, do I need to validate an international experience?;Yes, you need to complete a minimum of 9 weeks abroad.;2023-09-01;question;English;Work-study;faculty-en|staff-en|student-en;ESILV;publish
2349;As an apprentice, what are the authorised proofs for absences?;As a work-study student, you do not have an authorised absence quota. Each of your absences must be justified by a sick leave.;2023-09-01;question;English;Work-study;faculty-en|staff-en|student-en;ESILV;publish
2350;As an apprentice, am I allowed to take part in an association event instead of a course?;You are allowed to participate in association events outside of work and school hours.;2023-09-01;question;English;Work-study;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2351;I found a company, what are the next steps to finalize my apprentice contract?;You must complete your first contact form with the help of your company and send it to the DDRE.;2023-09-01;question;English;Work-study;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2352;If I don't have any classes on a school day, do I have to go to work?;Yes, as a work-study student, if you are not at school you must be in the company.;2023-09-01;question;English;Work-study;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2353;As an apprentice, what are my rights and duties?;"We invite you to consult the ""guide de l'alternant/apprentice guide"".";2023-09-01;question;English;Work-study;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2354;When can I take my holidays?;You can take them outside school periods in agreement with your company.;2023-09-01;question;English;Work-study;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2355;Who should I inform if the terms of the apprenticeship contract change?;You must contact the CFA (cfa-ilv@devinci.fr) and put in copy the apprentice mailbox for ESILV (alternance-esilv@devinci.fr) or scolarite-emlv@devinci.fr for EMLV. Any contractual change will generate an amendment (tutor, major, address, etc.).;2023-09-01;question;English;Work-study;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2356;If I need to attend a company event on a school day, what is the procedure?;You must contact the school via the apprentice mailbox, alternance-esilv@devinci.fr for ESILV or scolarite-emlvs@devinci.fr for EMLV. No derogation will be granted if you are in an exam period or a make-up exam period.;2023-09-01;question;English;Work-study;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2357;As an apprentice, do I have to pay the CVEC?;Yes, you do.;2023-09-01;question;English;Work-study;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2358;Can I be an apprentice and a member of a student association?;An apprentice can join a student association. However, he cannot be excused from class to participate in associative events because the time he spends in class is paid by a company, not himself.;2023-09-01;question;English;Work-study;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2359;Does the school allow gap year applications?;A student on a course of study with student status may be allowed to interrupt his or her academic curriculum for one academic year. Please contact scolarite-emlv@devinci.fr or scolarite-esil@devinci.fr for further details.;2023-09-01;question;English;Academic Office>Gap year;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2360;What is the procedure to obtain a gap year?;"You must send an email explaining your project to your major supervisor, your year supervisor and Remy Sart for approval. (ESILV)

Please ask scolarite-emlv@devicni.fr to know how to procede. (EMLV)";2023-09-01;question;English;Academic Office>Gap year;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2361;Can I complete an internship during my gap year?;A maximum of two internship agreements can be issued during your gap year (Minister of Higher Education rule).;2023-09-01;question;English;Academic Office>Gap year;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2362;What are the tuition fees in case of a gap year?;You have to pay the CVEC and reduced tuition fees.;2023-09-01;question;English;Academic Office>Gap year;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2363;If I take a gap year, do I have to re-enrol?;You must re enroll during the re-registration process organised before your gap year and you will have to re-enroll the following year before your return.;2023-09-01;question;English;Academic Office>Gap year;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2364;What is expected of me during my gap year?;A gap year report will be subjected to an ungraded assessment. A gap year corresponds to a project - the report you submit describes how you achieved the objectives of this gap year project and under what conditions.;2023-09-01;question;English;Academic Office>Gap year;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2365;During a gap year, does my internship abroad count as an international experience?;The gap year does not count towards graduation, but it allows you to gain experience outside the academic framework.;2023-09-01;question;English;Academic Office>Gap year;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2366;How do I apply for a double degree?;You can contact your major / specialization supervisor before the mobility committee.;2023-09-01;question;English;Academic Office>Diploma;faculty-en|staff-en|student-en;EMLV|ESILV;publish
